movie_title,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,facenumber_in_poster,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,num_voted_users
Never Back Down 2: The Beatdownæ,90,2000,454,2000,3,3000000,2011,606,5.8,1.85,6000,13599
Point Blankæ,92,128,480,756,0,3000000,1967,754,7.4,2.35,3000,13640
Four Single Fathersæ,100,3,382,1000,0,3000000,2009,810,5.1,,32,118
Enter the Dangerous Mindæ,88,8,471,2000,0,800000,2013,715,5.2,2.35,406,704
Something Wickedæ,95,39,375,1000,2,3000000,2014,747,4.8,,395,976
AWOL-72æ,82,9,648,904,4,3000000,2015,779,3.9,,398,520
Iguanaæ,97,96,37,201,1,3000000,1988,39,6.2,1.85,37,240
Cinderellaæ,105,0,502,2000,1,95000000,2015,520,7,2.35,56000,103749
Chicago Overcoatæ,94,0,356,854,3,3000000,2009,602,6.2,1.78,229,706
Barry Mundayæ,95,7,463,2000,2,,2010,536,5.9,1.85,480,3443
Central Stationæ,113,179,11,119,0,2900000,1998,14,8,2.35,0,28951
Pocketful of Miraclesæ,136,964,248,931,2,2900000,1961,416,7.3,2.35,612,4313
Close Rangeæ,80,81,214,640,1,3000000,2015,277,4.9,,968,2425
Boynton Beach Clubæ,105,39,183,267,8,1500000,2005,225,6.5,1.85,88,746
Amnesiacæ,90,35,21,216,0,3000000,2014,158,4.3,,421,2157
Freakonomicsæ,93,4,394,875,0,3000000,2010,412,6.4,,0,5695
The Omenæ,107,503,108,264,2,2800000,1976,139,7.6,2.35,7000,80961
High Tensionæ,89,192,142,447,1,2200000,2003,236,6.8,2.35,0,55040
Griff the Invisibleæ,90,18,39,130,1,,2010,96,6.1,1.85,0,4173
Unnaturalæ,89,6,29,679,0,3000000,2015,234,4,2.35,369,859
Hustle & Flowæ,116,153,165,275,1,8000000,2005,247,7.4,1.85,0,33567
Some Like It Hotæ,120,0,102,105,2,2883848,1959,103,8.3,1.66,10000,175196
Friday the 13th Part VII: The New Bloodæ,88,152,181,935,0,2800000,1988,448,5.3,1.85,0,21359
The Wizard of Ozæ,102,149,357,695,3,2800000,1939,421,8.1,1.37,14000,291875
Young Frankensteinæ,106,0,481,1000,0,2800000,1974,595,8,1.85,14000,112671
Diary of the Deadæ,95,0,192,569,0,2000000,2007,529,5.7,1.85,0,40800
Lage Raho Munna Bhaiæ,144,124,327,464,0,120000000,2006,426,8.2,2.35,349,27569
Ulee's Goldæ,113,9,42,402,1,2700000,1997,222,7.1,1.66,381,5744
The Black Stallionæ,118,19,48,481,0,2700000,1979,81,7.4,1.85,0,8856
Sardaar Jiæ,141,2,32,258,2,3000000,2015,85,6.6,,50,745
Journey to Saturnæ,90,0,13,122,0,,2008,33,5.7,1.85,77,1828
Donovan's Reefæ,109,673,359,756,1,2686585,1963,370,6.9,1.85,573,5786
The Dressæ,95,53,2,20,0,2650000,1996,3,7,1.85,121,1470
A Guy Named Joeæ,122,149,315,760,0,2627000,1943,675,7,1.37,116,1553
Blazing Saddlesæ,93,0,628,1000,0,2600000,1974,1000,7.8,2.35,12000,95294
Friday the 13th: The Final Chapteræ,97,17,74,158,0,1800000,1984,84,5.9,1.85,0,29488
Idaæ,82,84,46,88,1,,2013,64,7.4,1.33,17000,34643
Mauriceæ,140,133,239,443,1,2600000,1987,249,7.8,1.66,963,10755
Beer Leagueæ,86,3,327,833,2,2800000,2006,549,6,,323,6930
The Astronaut's Wifeæ,109,7,1000,40000,0,34000000,1999,9000,5.3,1.85,1000,45500
Riding Giantsæ,105,147,28,52,1,,2004,52,7.9,,0,3849
Timecrimesæ,66,76,36,123,0,2600000,2007,76,7.2,1.85,0,40878
Silver Medallistæ,99,0,4,11,1,15000000,2009,4,7.4,2.35,30,1418
Timber Fallsæ,100,6,209,331,1,2600000,2007,272,5.3,1.85,254,5012
Singin' in the Rainæ,103,134,390,804,0,2540800,1952,786,8.3,1.37,0,150020
"Fat, Sick & Nearly Deadæ",97,65,0,65,2,2500000,2010,2,7.6,,10000,6429
A Haunted Houseæ,86,89,555,713,6,2500000,2013,584,5.1,1.85,0,34620
2016: Obama's Americaæ,87,67,67,871,0,2500000,2012,118,5.1,1.85,0,9010
Halloween IIæ,119,0,593,908,0,15000000,2009,764,4.9,1.85,3000,36372
That Thing You Do!æ,149,15000,982,15000,6,26000000,1996,9000,6.9,1.37,0,50311
Halloween III: Season of the Witchæ,98,24,67,381,0,2500000,1982,128,4.6,2.35,0,28589
Escape from the Planet of the Apesæ,98,11,450,595,0,2500000,1971,521,6.3,2.35,819,23546
Hudæ,112,58,124,617,0,2500000,1963,189,7.9,2.35,1000,15277
Kevin Hart: Let Me Explainæ,75,15,36,1000,0,2500000,2013,309,6.7,1.85,0,6062
My Own Private Idahoæ,104,835,535,18000,2,2500000,1991,595,7.1,1.78,0,36996
Garden Stateæ,102,0,294,625,3,2500000,2004,379,7.6,2.35,0,187595
Before Sunriseæ,105,0,4,15,1,2500000,1995,12,8.1,1.85,22000,183288
Sur le seuilæ,99,0,6,50,0,3200000,2003,16,6.6,1.85,39,1003
Jesus' Sonæ,107,7,442,745,1,2500000,1999,631,7,2.35,500,6221
Saving Faceæ,96,13,209,643,0,,2004,265,7.6,1.85,774,7776
Brick Laneæ,101,34,40,56,1,,2007,41,6.7,2.35,430,2560
Robot & Frankæ,89,14,215,902,3,2500000,2012,291,7.1,2.35,13000,52509
My Life Without Meæ,106,148,471,900,1,2000000,2003,648,7.6,1.85,0,21202
The Spectacular Nowæ,95,53,478,8000,1,2500000,2013,1000,7.1,2.35,10000,105591
Marilyn Hotchkiss' Ballroom Dancing and Charm Schoolæ,34,19,362,882,0,34000,1990,577,7.1,,16,97
Religulousæ,101,119,0,334,1,2500000,2008,4,7.7,1.78,24000,52286
Fuelæ,112,9,125,860,0,2500000,2008,130,7.6,1.85,588,578
Valley of the Heart's Delightæ,100,10,107,655,7,2500000,2006,157,6.6,1.85,144,91
Dodgeball: A True Underdog Storyæ,92,43,936,989,0,20000000,2004,939,6.7,2.35,0,185345
Eye of the Dolphinæ,100,0,249,640,1,2500000,2006,261,5.7,1.85,140,806
8: The Mormon Propositionæ,80,0,5,191,0,2500000,2010,12,7.1,1.78,0,1138
The Other End of the Lineæ,106,8,315,611,2,14000000,2008,397,6.2,2.35,0,4820
Anatomyæ,103,24,10,127,0,8400000,2000,10,6.1,2.35,560,10220
Sleep Dealeræ,90,8,35,426,0,2500000,2008,399,5.9,1.85,0,5699
Superæ,96,571,370,2000,0,2500000,2010,973,6.8,1.85,19000,61787
Christmas Mailæ,89,20,555,794,2,2500000,2010,607,5.8,,190,858
Stungæ,87,2,577,968,0,2500000,2015,625,5,2.35,0,3119
Antibirthæ,94,0,442,1000,1,3500000,2016,677,6.3,,89,63
Get on the Busæ,120,0,702,1000,10,2400000,1996,748,6.8,1.85,352,4100
Thr3eæ,101,9,201,973,0,2400000,2006,872,5.1,2.35,250,4057
Idiocracyæ,84,406,233,586,0,,2006,497,6.6,1.85,79000,108052
The Rise of the Kraysæ,110,0,109,490,0,2500000,2015,159,5,,0,1510
This Is Englandæ,101,222,698,1000,0,1500000,2006,788,7.7,1.85,11000,99177
Alien Uprisingæ,101,15,663,844,0,2500000,2012,722,3.1,2.35,0,2753
Bathing Beautyæ,101,24,226,675,2,2361000,1944,659,6.5,1.37,144,1079
Go for It!æ,105,29,76,847,0,2450000,2011,618,3.9,1.85,566,1015
"Dancer, Texas Pop. 81æ",97,23,326,982,0,,1998,599,6.8,1.85,500,2189
Show Boatæ,108,24,244,960,3,2295429,1951,715,7,1.33,438,3538
Redemption Roadæ,95,535,608,1000,4,,2010,646,5.9,2.35,279,440
The Callingæ,108,14,826,2000,2,,2014,1000,5.8,,0,6025
The Brave Little Toasteræ,90,115,385,11000,0,2300000,1987,516,7.3,,0,19650
Fantasiaæ,120,11,,16,0,2280000,1940,0,7.8,1.37,3000,71321
The French Connectionæ,104,607,109,813,0,1800000,1971,165,7.8,1.85,0,82476
8 Daysæ,90,37,0,210,1,2500000,2014,0,6.9,,224,44
Friday the 13th Part IIIæ,91,49,20,72,0,4000000,1982,31,5.7,2.35,0,31952
Friday the 13th: A New Beginningæ,92,13,17,42,0,2200000,1985,27,4.7,1.85,1000,22521
The Last Sin Eateræ,117,84,275,861,0,2200000,2007,425,5.9,1.85,285,1573
Do You Believe?æ,120,16,835,2000,5,2300000,2015,848,5.9,,13000,4977
Impact Pointæ,90,0,306,676,2,2200000,2008,399,4.3,,77,1118
The Valley of Decisionæ,119,10,275,509,0,2160000,1945,284,7.5,1.37,68,1314
Edenæ,90,0,708,1000,2,,2015,800,4.8,,452,1351
Chicken Tikka Masalaæ,90,11,18,114,3,1200000,2005,79,5.8,1.85,172,480
Always Woodstockæ,97,5,782,3000,5,2400000,2014,938,5.3,,107,485
Jack Brooks: Monster Slayeræ,90,10,42,371,2,2500000,2007,52,6,1.85,870,5187
The Best Years of Our Livesæ,172,355,188,749,5,2100000,1946,208,8.1,1.37,0,40359
Bullyæ,115,184,551,730,0,,2001,648,7,1.85,0,29424
Ellingæ,89,16,14,117,0,15500000,2001,21,7.6,1.85,0,12244
Mi Americaæ,125,7,17,128,0,2100000,2015,22,7.2,2.35,305,22
[Rec]æ,78,57,7,120,0,1500000,2007,9,7.5,1.85,15000,131462
Lies in Plain Sightæ,89,15,650,919,1,2100000,2010,718,6.3,1.78,162,544
Sharkskinæ,100,0,338,749,0,2100000,2015,354,6.7,2.39,14,6
Containmentæ,77,0,260,846,0,,2015,366,4.8,,275,1355
The Timberæ,81,7,106,412,1,2100000,2015,308,5.5,2.35,380,1274
From Russia with Loveæ,115,92,177,559,0,2000000,1963,201,7.5,1.37,0,89403
The Toxic Avenger Part IIæ,96,6,14,40,2,2300000,1989,30,5.1,1.33,321,4663
In the Heat of the Nightæ            ,60,,213,480,1,,,360,7.4,1.33,763,2258
Sleeperæ,89,11000,45,11000,0,2000000,1973,66,7.3,1.85,0,33335
It Followsæ,100,421,159,314,0,2000000,2014,189,6.9,2.35,45000,112899
Everything You Always Wanted to Know About Sex * But Were Afraid to Askæ,88,11000,258,11000,5,2000000,1972,300,6.8,1.85,0,31077
To Kill a Mockingbirdæ,129,89,161,3000,0,2000000,1962,226,8.4,1.85,15000,215086
Mad Max 2: The Road Warrioræ,87,750,41,745,0,2000000,1981,531,7.6,2.35,0,133966
The Legend of Drunken Masteræ,102,32,75,483,1,2000000,1994,147,7.6,2.35,0,34520
Lolitaæ,152,0,177,618,0,2000000,1962,367,7.7,1.66,0,67825
Boys Don't Cryæ,118,108,103,173,0,2000000,1999,148,7.6,1.85,0,77551
Silent Houseæ,86,9,32,120,0,2000000,2011,44,5.3,1.85,0,18566
The Lives of Othersæ,137,207,155,380,3,2000000,2006,284,8.5,2.35,39000,259379
Courageousæ,129,589,341,690,7,2000000,2011,589,7,2.35,10000,15401
The Hustleræ,134,31,366,654,1,2000000,1961,491,8,2.35,0,62860
Boom Townæ,119,6,380,1000,8,1614000,1940,760,7.1,1.37,236,2269
The Triplets of Bellevilleæ,80,162,0,23,0,9500000,2003,6,7.8,1.66,0,42462
Smoke Signalsæ,89,149,580,912,3,2000000,1998,752,7.2,1.85,0,8224
American Splendoræ,101,30,92,14000,0,,2003,119,7.5,1.85,0,41999
Before Sunsetæ,80,0,3,50,0,2700000,2004,8,8,1.85,13000,168398
Amores Perrosæ,115,0,35,85,0,2000000,2000,79,8.1,1.85,11000,173551
Thirteenæ,100,308,374,1000,2,1500000,2003,482,6.8,1.85,0,68222
Gentleman's Agreementæ,118,603,167,936,3,2000000,1947,297,7.4,1.37,0,10791
Winter's Boneæ,100,81,179,34000,2,2000000,2010,248,7.2,1.85,20000,111658
Touching the Voidæ,106,162,3,21,0,,2003,5,8.1,1.85,0,26926
Alexander's Ragtime Bandæ,106,85,300,480,2,2000000,1938,392,7,1.37,60,1381
Me and You and Everyone We Knowæ,91,244,244,538,0,2000000,2005,363,7.4,1.85,0,31130
Inside Jobæ,105,117,18,13000,0,,2010,125,8.3,2.35,63000,55382
We Are Your Friendsæ,96,31,328,804,0,2000000,2015,625,6.1,1.85,0,20885
Ghost Dog: The Way of the Samuraiæ,116,0,116,251,1,,1999,147,7.5,1.85,0,70084
Harsh Timesæ,116,453,2000,24000,2,2000000,2005,23000,7,1.85,0,54657
Captiveæ,97,5,349,1000,1,2000000,2015,426,5.3,1.85,0,3911
Full Frontalæ,101,0,685,8000,0,2000000,2002,724,4.7,1.85,134,8662
Witchboardæ,98,85,186,265,1,2000000,1986,194,5.7,1.85,0,4288
Strangers with Candyæ            ,22,,344,459,3,,,396,8.1,4,558,4181
Hamletæ,150,0,401,597,0,18000000,1996,591,7.8,2.2,0,30618
Shortbusæ,101,263,37,71,3,2000000,2006,51,6.5,1.78,0,27346
Waltz with Bashiræ,90,56,0,56,0,1500000,2008,0,8,1.85,0,46107
"The Book of Mormon Movie, Volume 1: The Journeyæ",120,0,40,178,1,2000000,2003,69,3.3,1.85,32,397
No End in Sightæ,102,117,17,393,0,2000000,2007,21,8.3,1.85,0,7314
The Diary of a Teenage Girlæ,102,22,80,10000,3,2000000,2015,1000,6.9,2.35,0,16645
Get Realæ            ,60,,143,11000,5,,,289,7.3,1.33,43,415
In the Shadow of the Moonæ,100,90,65,168,0,2000000,2007,142,8.1,1.85,0,5475
Meek's Cutoffæ,104,129,887,991,1,,2010,962,6.5,1.33,0,8204
Inside Deep Throatæ,89,13,218,373,0,2000000,2005,334,6.8,1.85,592,5615
Dinner Rushæ,99,34,120,388,1,,2000,159,7.3,1.85,495,4359
Clockwatchersæ,96,11,490,584,4,,1997,559,6.4,,166,4049
The Virginity Hitæ,86,10,126,189,0,3400000,2010,131,4.6,1.85,974,3467
Subwayæ,98,0,164,1000,1,17000000,1985,572,6.5,2.35,739,11031
House of Dæ,96,0,902,49000,2,6000000,2004,1000,7,1.85,857,7479
Teethæ,94,53,268,386,1,,2007,357,5.4,1.85,17000,34556
Six-String Samuraiæ,91,4,0,33,1,2000000,1998,3,6.7,1.85,0,5613
Hum To Mohabbat Karegaæ,,4,72,353,2,,2000,89,2.8,,10,275
It's All Gone Pete Tongæ,90,31,137,326,1,,2004,246,7.4,2.35,0,16828
Saint John of Las Vegasæ,85,0,966,22000,1,3800000,2009,12000,5.8,2.35,407,2522
24 7: Twenty Four Sevenæ,96,222,20,5000,2,,1997,497,7.1,1.85,224,2081
Stonewallæ,129,776,256,25000,0,13500000,2015,463,4.5,2.35,0,1758
Eurekaæ            ,60,,543,780,2,,,747,7.9,1.78,3000,39559
Roadside Romeoæ,93,32,24,532,0,,2008,85,5.3,2.35,39,922
This Thing of Oursæ,100,84,267,584,4,,2003,356,5.4,1.85,61,508
The Lost Medallion: The Adventures of Billy Stoneæ,97,19,395,589,,,2013,488,4.8,2.35,715,1278
The Last Five Yearsæ,94,98,89,10000,7,,2014,773,5.9,2.35,0,6223
The Missing Personæ,95,8,399,529,3,1500000,2009,423,6.2,1.85,195,1268
Return of the Living Dead IIIæ,97,97,163,787,1,2000000,1993,196,5.9,1.85,810,10182
Londonæ,92,11,1000,26000,2,14000,2005,11000,6.6,2.35,0,19336
Sherrybabyæ,96,38,85,363,1,2000000,2006,223,6.6,1.85,474,10282
Stealing Harvardæ,85,54,455,985,1,25000000,2002,637,5.1,1.85,215,11211
Circleæ,87,0,94,160,0,,2015,152,6,,0,13279
Eden Lakeæ,91,43,418,13000,1,,2008,698,6.8,2.35,0,57811
Plushæ,99,308,395,638,2,,2013,449,5.4,1.78,604,2895
Vampire Killersæ,88,6,161,513,3,,2009,480,5.2,2.35,0,17296
Gangster's Paradise: Jerusalemaæ,119,5,12,29,2,2000000,2008,18,7.8,2.35,1000,9689
Freeze Frameæ,99,0,268,766,1,2000000,2004,312,6.4,2.35,205,2588
Grave Encountersæ,92,6,103,253,0,100000,2011,113,6.1,1.78,0,40380
Stitchesæ,86,5,47,121,0,,2012,94,5.7,1.85,0,6585
Nine Deadæ,83,0,107,413,0,2000000,2010,167,5.5,2.35,0,9280
"To Be Frank, Sinatra at 100æ",81,0,8,674,0,2000000,2015,27,7.4,,0,7
Bananasæ,82,11000,167,11000,3,2000000,1971,430,7.1,1.37,0,27646
Supercapitalistæ,102,0,46,473,0,,2012,303,3.9,,115,289
Rockawayæ,90,5,372,601,1,2000000,2007,453,4.6,2.35,44,355
Wingsæ            ,30,,424,685,5,,,511,7.3,1.33,1000,7646
The Lady from Shanghaiæ,92,0,18,1000,1,2300000,1947,29,7.7,1.37,0,19236
No Man's Land: The Rise of Reekeræ,88,0,332,633,0,2000000,2008,597,4.9,1.78,153,2701
Highwayæ,97,10,171,15000,3,14000000,2002,284,6.3,2.35,912,5182
Small Apartmentsæ,96,68,722,2000,6,2000000,2012,811,6.1,1.85,0,5732
Coffee Townæ,87,8,424,34000,3,2000000,2013,463,6.6,2.35,0,4204
The Ghastly Love of Johnny Xæ,106,5,356,416,2,2000000,2012,403,5.7,2.35,655,344
All Is Brightæ,107,17,322,594,1,,2013,591,5.6,,825,4478
The Torture Chamber of Dr. Sadismæ,80,2,51,16000,0,,1967,57,6,1.66,200,952
Straight A'sæ,91,10,293,924,3,2000000,2013,472,5.7,,0,3605
A Funny Thing Happened on the Way to the Forumæ,99,44,137,907,0,2000000,1966,164,7,1.85,805,6804
Slacker Uprisingæ,102,909,119,909,0,2000000,2007,562,5.3,,69,2242
The Legend of Hell's Gate: An American Conspiracyæ,108,531,894,10000,1,2000000,2011,1000,4.4,,651,583
The Walking Deceasedæ,88,6,233,680,0,1250000,2015,418,3.4,,0,2348
The Curse of Downers Groveæ,89,20000,618,2000,1,2000000,2015,860,4.5,,0,1040
Shark Lakeæ,92,3,412,11000,0,2000000,2015,1000,3.4,,728,838
River's Edgeæ,99,28,223,18000,2,1900000,1986,1000,7.1,1.85,0,11763
Northforkæ,103,35,482,548,0,1900000,2003,495,6.4,2.35,298,4894
The Marine 4: Moving Targetæ,90,58,164,405,2,1950000,2015,217,5.2,1.78,620,2032
Buriedæ,95,89,263,16000,0,3000000,2010,517,7,2.35,24000,118684
Submarineæ,97,0,594,920,1,,2010,680,7.3,1.85,17000,65877
The Squareæ,108,63,5,161,0,1500000,2013,10,8.1,1.85,0,6678
One to Anotheræ,95,0,164,533,5,1400000,2006,323,5.8,1.85,104,1010
Carrieæ,100,108,534,17000,1,30000000,2013,2000,5.9,2.35,39000,108248
ABCD (Any Body Can Dance)æ,160,168,71,733,3,,2013,168,6.4,,1000,5018
A Nightmare on Elm Streetæ,101,0,574,40000,1,1800000,1984,852,7.5,1.85,10000,149293
Man on Wireæ,90,120,0,41,0,1000000,2008,27,7.8,1.85,0,40481
Abandonedæ,86,0,3,42,5,,2015,40,6.3,,213,333
Brotherly Loveæ,89,47,585,628,6,1900000,2015,606,7.2,1.85,1000,744
The Last Exorcismæ,87,13,308,463,0,1800000,2010,400,5.6,1.85,0,41509
Nowhere Boyæ,98,456,231,1000,1,,2009,548,7.2,2.35,10000,29019
A Streetcar Named Desireæ,125,603,114,10000,0,1800000,1951,416,8,1.37,5000,78454
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bombæ,95,0,277,654,0,1800000,1964,575,8.5,1.66,18000,342585
El crimen del padre Amaroæ,118,12,67,201,0,1800000,2002,163,6.8,1.85,544,11088
Beasts of the Southern Wildæ,93,188,168,2000,0,1800000,2012,458,7.3,1.85,31000,70336
Battle for the Planet of the Apesæ,96,88,196,595,4,1800000,1973,356,5.5,2.35,511,22764
Songcatcheræ,109,9,280,767,1,1800000,2000,380,7.3,1.85,0,2794
Higher Groundæ,109,0,186,553,0,,2011,471,6.3,1.85,952,2603
Vaaluæ,155,0,61,141,2,150000000,2015,77,5.1,,82,563
The Greatest Movie Ever Soldæ,90,293,808,16000,1,1500000,2011,14000,6.6,,0,13223
Ed and His Dead Motheræ,93,0,482,12000,0,1800000,1993,580,6.1,1.78,266,1435
Travelers and Magiciansæ,108,28,0,0,0,1800000,2003,0,7.5,1.85,353,1747
Hang 'Em Highæ,114,57,426,16000,3,1800000,1968,844,7,1.85,0,25472
Deadline - U.S.A.æ,87,174,114,2000,0,,1952,399,7.2,1.37,169,1756
Sublimeæ,113,15,491,647,0,1800000,2007,642,5.3,2.35,368,6267
A Beginner's Guide to Snuffæ,87,9,165,467,0,,2016,258,8.7,,8,13
Independence Daysasteræ,90,4,91,433,0,1800000,2013,108,3.4,,566,761
Dysfunctional Friendsæ,111,21,685,761,13,1800000,2012,713,5.4,1.85,569,686
Run Lola Runæ,81,670,34,486,1,3500000,1998,37,7.8,1.85,0,161471
Mayæ,93,75,446,701,1,500000,2002,461,6.7,1.85,0,26773
Against the Wildæ,90,15,120,900,3,2000000,2013,450,4.7,,326,840
Living Dark: The Story of Ted the Caveræ,112,0,11,86,0,1750000,2013,42,6.3,1.85,73,28
Under the Same Moonæ,106,36,345,953,1,,2007,399,7.4,1.85,0,5526
Conquest of the Planet of the Apesæ,88,88,67,595,0,1700000,1972,70,6.1,2.35,794,23268
In the Bedroomæ,138,143,783,1000,1,1700000,2001,874,7.5,2.35,951,32415
I Spit on Your Graveæ,105,68,374,635,0,2000000,2010,445,6.3,2.35,17000,56402
"Happy, Texasæ",98,3,327,349,3,1700000,1999,347,6.3,1.85,374,8697
My Summer of Loveæ,86,84,34,680,0,1700000,2004,46,6.8,1.85,869,16349
The Lunchboxæ,104,25,73,638,2,1000000,2013,85,7.8,2.35,16000,30479
Yesæ,100,87,420,887,0,1000000,2004,805,6.9,1.85,305,2725
You Can't Take It with Youæ,126,964,275,319,10,1644736,1938,302,8,1.37,0,17799
From Here to Eternityæ,118,160,426,862,5,1650000,1953,488,7.8,1.37,0,33987
She Wore a Yellow Ribbonæ,103,673,89,281,1,1600000,1949,230,7.4,1.37,721,11920
Grace Unpluggedæ,102,11,575,651,0,,2013,611,6.1,,0,2561
Foolishæ,84,11,249,489,0,2000000,1999,469,4.3,,43,536
N-Secureæ,,8,394,713,5,,2010,607,3.5,2.35,588,548
Caramelæ,95,0,0,227,0,1300000,2007,4,7.2,1.85,0,9750
Out of the Darkæ,92,0,2,327,3,,2014,51,4.7,2.35,844,2621
The Bubbleæ,90,21,27,53,0,1500000,2006,30,7.3,,0,4702
The Conversationæ,113,0,324,11000,2,1600000,1974,481,7.9,1.37,6000,74651
Dil Jo Bhi Kahey...æ,,0,45,421,4,70000000,2005,96,5.1,,9,257
Mississippi Mermaidæ,123,0,21,963,0,1600000,1969,710,7.2,2.35,278,4391
I Love Your Workæ,111,1000,127,2000,2,1650000,2003,163,5.4,2.35,63,1618
Cabin Feveræ,99,4,114,427,0,,2016,253,3.7,,2000,3313
Dawn of the Deadæ,110,0,1000,3000,0,26000000,2004,2000,7.4,2.35,7000,194426
Waitressæ,108,191,336,597,1,2000000,2007,541,7.1,1.85,0,37714
Bloodsportæ,92,15,49,633,1,1100000,1988,403,6.8,1.85,0,57578
Mr. Smith Goes to Washingtonæ,120,964,248,607,7,1500000,1939,319,8.2,1.37,0,77392
Kidsæ,91,184,82,3000,1,1500000,1995,202,7,1.85,0,59041
The Squid and the Whaleæ,88,387,18,436,0,1500000,2005,25,7.4,1.85,0,60295
Kissing Jessica Steinæ,97,0,117,378,1,1000000,2001,321,6.7,1.85,682,14018
"A Woman, a Gun and a Noodle Shopæ",95,611,3,9,1,,2009,4,5.7,2.35,784,2410
Kickboxer: Vengeanceæ,90,134,354,260000,5,17000000,2016,454,9.1,,0,246
Spellboundæ,95,13000,82,472,1,1696377,1945,239,7.6,1.37,0,32927
Exoticaæ,103,460,900,991,1,2000000,1994,971,7.2,1.85,619,14112
Buffalo '66æ,110,787,642,1000,2,1500000,1998,787,7.5,1.85,0,36657
Insidiousæ,103,0,588,852,1,1500000,2010,618,6.8,2.35,60000,202800
Repo Manæ,92,92,166,752,3,1500000,1984,324,6.9,1.85,0,25332
Nine Queensæ,114,44,7,827,0,1500000,2000,22,7.9,1.85,0,38215
The Gatekeepersæ,101,4,0,0,3,,2012,0,7.6,1.85,0,4547
The Ballad of Jack and Roseæ,112,58,42,552,1,1500000,2005,265,6.7,1.66,608,9408
The To Do Listæ,104,38,690,801,7,1500000,2013,727,5.8,1.78,0,29517
Killing Zoeæ,99,675,164,902,0,1500000,1993,424,6.5,1.85,853,17322
The Believeræ,98,21,76,33000,0,1500000,2001,243,7.2,1.66,0,30314
Snow Angelsæ,107,234,442,947,0,,2007,530,6.9,2.35,415,10896
Unsulliedæ,93,6,56,393,1,1500000,2014,191,5.5,2.35,307,95
Session 9æ,100,122,83,210,0,1500000,2001,148,6.5,2.35,0,43839
I Want Someone to Eat Cheese Withæ,80,522,423,813,0,1500000,2006,522,6.2,1.85,0,2963
Mooz-Lumæ,94,13,616,1000,1,,2010,826,6.7,,0,919
Hatchetæ,93,134,488,936,0,1500000,2006,935,5.7,1.85,0,23349
Modern Timesæ,87,0,8,309,1,1500000,1936,8,8.6,1.37,0,143086
Stolen Summeræ,91,18,597,954,1,1500000,2002,767,6.5,1.85,304,2419
My Name Is Bruceæ,84,0,158,634,1,1500000,2007,328,6.3,1.85,0,21379
The Salonæ,90,7,424,890,7,1500000,2005,597,4.3,1.85,68,444
Road Hardæ,98,102,360,563,0,1500000,2015,485,6.1,,212,1351
Forty Shades of Blueæ,108,60,121,826,0,1500000,2005,189,6,1.85,216,1134
Amigoæ,124,407,7,38,0,1700000,2010,8,5.8,,594,463
Pontypoolæ,95,49,57,413,0,1500000,2008,98,6.7,2.35,0,22212
Truckeræ,90,7,711,87000,3,2000000,2008,781,6.7,2.35,371,2792
Me You and Five Bucksæ,93,228,134,310,1,1500000,2015,228,7.6,,132,7
The Lords of Salemæ,101,0,721,1000,1,2500000,2012,725,5.1,2.35,15000,20376
Houseboundæ,107,3,28,61,3,350000,2014,46,6.8,2.35,10000,23323
Wal-Mart: The High Cost of Low Priceæ,20,21,0,0,0,1500000,2005,0,6.8,1.85,0,4120
Fetching Codyæ,87,0,108,199,2,1500000,2005,134,6.8,,193,1232
Once Upon a Time in Queensæ,98,11,636,979,2,1500000,2013,975,6.3,1.89,283,291
Closer to the Moonæ,112,34,71,129,2,5000000,2014,98,7.1,2.35,0,2841
Mutant Worldæ,82,65,146,341,0,1500000,2014,265,2.8,,236,459
Growing Up Smithæ,102,5,259,3000,,2000000,2015,660,8.2,1.85,232,108
Checkmateæ,97,764,492,835,3,1500000,2015,522,3.1,2.35,402,735
Jack Reacheræ,130,188,1000,10000,2,60000000,2012,3000,7,2.35,38000,226583
#Horroræ,101,37,56,501,1,1500000,2015,418,3.3,,750,1547
Wind Walkersæ,93,9,485,708,,2000000,2015,571,3.6,,135,133
Snow White and the Seven Dwarfsæ,83,0,31,82,1,2000000,1937,47,7.7,1.37,0,133348
The Holy Girlæ,106,33,3,341,0,1400000,2004,5,6.7,1.85,57,2720
Shalakoæ,113,74,387,984,2,1455000,1968,423,5.5,2.35,209,1978
Incident at Loch Nessæ,94,87,37,87,0,1400000,2004,70,6.6,1.85,400,3291
The Dog Loveræ,101,20,256,1000,,2000000,2016,301,4.8,2.35,724,162
Girl Houseæ,99,10,295,756,0,3150000,2014,382,5.5,2.35,969,4948
The Blue Roomæ,76,412,3,412,0,,2014,4,6.3,1.33,389,2082
House at the End of the Driveæ,91,58,69,847,0,1400000,2014,147,6.9,,223,330
Batman: The Movieæ,105,7,356,1000,1,1377800,1966,370,6.5,1.85,0,22975
"Lock, Stock and Two Smoking Barrelsæ",120,0,452,26000,1,960000,1998,1000,8.2,1.85,21000,414976
The Ballad of Gregorio Cortezæ,105,0,467,883,0,1250000,1982,655,7.1,,32,39
The Streets of San Franciscoæ            ,120,,,416,0,,,0,7.3,4,533,3405
